id,name,irish_name,county,country,type
18116,Culleeny Beg,,Kerry,Republic of Ireland,Townland
18117,Culleeny More,,Kerry,Republic of Ireland,Townland
18118,Cullen,Cuillinn,Cork,Republic of Ireland,Town/Village
18119,Cullen,,Meath,Republic of Ireland,Townland
18120,Cullen,Cuilleann,Tipperary,Republic of Ireland,Town/Village
18121,Cullenagh,An Chuileannach,Clare,Republic of Ireland,Townland
18122,Cullenagh,Cuileannach,Clare,Republic of Ireland,Townland
18123,Cullenagh,Cuileannach,Cork,Republic of Ireland,Townland
18124,Cullenagh,Cuileannach,Cork,Republic of Ireland,Townland
18125,Cullenagh,Cuileannach,Cork,Republic of Ireland,Townland
18126,Cullenagh,Cuileannach,Cork,Republic of Ireland,Townland
18127,Cullenagh,Cuileannach,Cork,Republic of Ireland,Townland
18128,Cullenagh,Cuileannach,Cork,Republic of Ireland,Townland
18129,Cullenagh,Cuileannach,Cork,Republic of Ireland,Townland
18130,Cullenagh,An Chuileannach,Galway,Republic of Ireland,Townland
18131,Cullenagh,An Chuileannach,Kerry,Republic of Ireland,Townland
18132,Cullenagh,Cuileannach,Laois,Republic of Ireland,Townland
18133,Cullenagh,Cuileannach,Laois,Republic of Ireland,Townland
18134,Cullenagh,Cuileannach,Limerick,Republic of Ireland,Townland
18135,Cullenagh,Cuileannach,Limerick,Republic of Ireland,Townland
18136,Cullenagh,An Chuileannach,Tipperary,Republic of Ireland,Townland
18137,Cullenagh,An Chuileannach,Tipperary,Republic of Ireland,Townland
18138,Cullenagh,Cuileannach,Waterford,Republic of Ireland,Townland
18139,Cullenagh Beg,Cuileannach Bheag,Galway,Republic of Ireland,Townland
18140,Cullenagh Lower,,Kerry,Republic of Ireland,Townland
18141,Cullenagh More,Cuileannach Mhór,Galway,Republic of Ireland,Townland
18142,Cullenagh South,An Chuileannach Theas,Tipperary,Republic of Ireland,Townland
18143,Cullenagh Upper,,Kerry,Republic of Ireland,Townland
18144,Cullen And Brownhill,Cuilleann,Leitrim,Republic of Ireland,Townland
18145,Cullencastle,Caisleán Chuilinn,Waterford,Republic of Ireland,Townland
18146,Cullendragh,,Meath,Republic of Ireland,Townland
18147,Cullendragh,,Meath,Republic of Ireland,Townland
18148,Cullen Hill,Cnoc Cuillinn,Dublin,Republic of Ireland,Townland
18149,Cullenhugh,,Westmeath,Republic of Ireland,Townland
18150,Cullen Lower,,Wicklow,Republic of Ireland,Townland
18151,Cullenmore,Cuilleann Mór,Wicklow,Republic of Ireland,Townland
18152,Cullenoge,,Wexford,Republic of Ireland,Townland
18153,Cullenrevagh,,Roscommon,Republic of Ireland,Townland
18154,Cullenstown,Baile Uí Choileáin,Wexford,Republic of Ireland,Townland
18155,Cullentra,,Wexford,Republic of Ireland,Townland
18156,Cullentra,,Wexford,Republic of Ireland,Townland
18157,Cullentragh,,Cavan,Republic of Ireland,Townland
18158,Cullentragh,An Chuileanntrach,Kilkenny,Republic of Ireland,Townland
18159,Cullentragh,An Chuileanntrach,Leitrim,Republic of Ireland,Townland
18160,Cullentragh,An Chuileanntrach,Longford,Republic of Ireland,Townland
18161,Cullentragh,An Chuileanntrach,Mayo,Republic of Ireland,Townland
18162,Cullentragh,Cuileanntrach,Mayo,Republic of Ireland,Townland
18163,Cullentragh,,Mayo,Republic of Ireland,Townland
18164,Cullentragh,,Wexford,Republic of Ireland,Townland
18165,Cullentraghbane,An Chuileanntrach Bhán,Monaghan,Republic of Ireland,Townland
18166,Cullentragh Big,An Chuileanntrach Mhór,Wicklow,Republic of Ireland,Townland
18167,Cullentraghduff,An Chuileanntrach Dhubh,Monaghan,Republic of Ireland,Townland
18168,Cullentragh Little,An Chuileanntrach Bheag,Wicklow,Republic of Ireland,Townland
18169,Cullentragh Park,Páirc na Cuileanntraí,Wicklow,Republic of Ireland,Townland
18170,Cullentry,,Meath,Republic of Ireland,Townland
18171,Cullen Upper,,Wicklow,Republic of Ireland,Townland
18172,Cullenwaine,Cúil Ó nDubháin,Offaly,Republic of Ireland,Townland
18173,Culliagh,Coilleach,Cavan,Republic of Ireland,Townland
18174,Culliagh,An Coileach,Donegal,Republic of Ireland,Townland
18175,Culliagh,An Choilleach,Mayo,Republic of Ireland,Townland
18176,Culliagharny,,Roscommon,Republic of Ireland,Townland
18177,Culliaghbeg,An Choilleach Bheag,Roscommon,Republic of Ireland,Townland
18178,Culliagh Beg,Coilleach Bheag,Galway,Republic of Ireland,Townland
18179,Culliagh Lower,,Roscommon,Republic of Ireland,Townland
18180,Culliaghmore,An Choilleach Mhór,Roscommon,Republic of Ireland,Townland
18181,Culliagh More,Coilleach Mhór,Galway,Republic of Ireland,Townland
18182,Culliagh North,An Choilleach Thuaidh,Galway,Republic of Ireland,Townland
18183,Culliagh South,An Choilleach Theas,Galway,Republic of Ireland,Townland
18184,Culliagh Upper,,Roscommon,Republic of Ireland,Townland
18185,Culliaghy,,Roscommon,Republic of Ireland,Townland
18186,Cullies,,Cavan,Republic of Ireland,Townland
18187,Cullies,,Cavan,Republic of Ireland,Townland
18188,Cullies,An Choillidh,Leitrim,Republic of Ireland,Townland
18189,Cullig,An Choilligh,Cork,Republic of Ireland,Townland
18190,Cullin,,Cavan,Republic of Ireland,Townland
18191,Cullin,,Mayo,Republic of Ireland,Townland
18192,Cullinagh,,Kerry,Republic of Ireland,Townland
18193,Cullion,,Cavan,Republic of Ireland,Townland
18194,Cullion,,Donegal,Republic of Ireland,Townland
18195,Cullion,,Donegal,Republic of Ireland,Townland
18196,Cullionboy,Cuilleann Buí,Donegal,Republic of Ireland,Townland
18197,Cullionboy,Cuilleann Buí,Leitrim,Republic of Ireland,Townland
18198,Culloge,Collóg,Longford,Republic of Ireland,Townland
18199,Cullomane East,Cill Cholmáin Thoir,Cork,Republic of Ireland,Townland
18200,Cullomane West,Cill Cholmáin Thiar,Cork,Republic of Ireland,Townland
18201,Cullow,An Colbha,Cavan,Republic of Ireland,Townland
18202,Cully,An Choillidh,Leitrim,Republic of Ireland,Townland
18203,Cully,An Choillidh,Offaly,Republic of Ireland,Townland
18204,Cully,An Choillidh,Sligo,Republic of Ireland,Townland
18205,Cullyleenan,Cúil Uí Leanáin,Cavan,Republic of Ireland,Townland
18206,Culmullin,Cúil Mhaoilín,Meath,Republic of Ireland,Townland
18207,Culnacleha,Coill na Cleithe,Mayo,Republic of Ireland,Townland
18208,Culnagore,Cúil na gComhar,Galway,Republic of Ireland,Townland
18209,Culnagore,Cúil na nGabhar,Longford,Republic of Ireland,Townland
18210,Culoort,Cúil Lúghoirt,Donegal,Republic of Ireland,Townland
18211,Culray,An Chúil Réidh,Longford,Republic of Ireland,Townland
18212,Cultiafadda,Na Coillte Fada,Galway,Republic of Ireland,Townland
18213,Cultromer,,Meath,Republic of Ireland,Townland
18214,Culvin,,Westmeath,Republic of Ireland,Townland
18215,Cum,An Com,Mayo,Republic of Ireland,Townland
18216,Cumask,Cumasc,Tipperary,Republic of Ireland,Townland
18217,Cumber Lower,An Comar Íochtarach,Offaly,Republic of Ireland,Townland
18218,Cumber Upper,An Comar Uachtarach,Offaly,Republic of Ireland,Townland
18219,Cummeen,An Coimín,Cork,Republic of Ireland,Townland
18220,Cummeen,An Coimín,Kerry,Republic of Ireland,Townland
18221,Cummeen,An Coimín,Limerick,Republic of Ireland,Townland
18222,Cummeen,An Coimín,Offaly,Republic of Ireland,Townland
18223,Cummeen,An Coimín,Sligo,Republic of Ireland,Townland
18224,Cummeen,An Coimín,Waterford,Republic of Ireland,Townland
18225,Cummeenavrick,,Kerry,Republic of Ireland,Townland
18226,Cummeenboy,An Coimín Buí,Kerry,Republic of Ireland,Townland
18227,Cummeenduvasig,Coimín an Dubhfhásaigh,Kerry,Republic of Ireland,Townland
18228,Cummeengeera,,Kerry,Republic of Ireland,Townland
18229,Cummeen Lower,An Coimín Íochtarach,Kerry,Republic of Ireland,Townland
18230,Cummeennabuddoge,,Kerry,Republic of Ireland,Townland
18231,Cummeenshrule,Coimín Srúille,Kerry,Republic of Ireland,Townland
18232,Cummeen Upper,An Coimín Uachtarach,Kerry,Republic of Ireland,Townland
18233,Cummer,Comar,Galway,Republic of Ireland,Townland
18234,Cummer,,Laois,Republic of Ireland,Townland
18235,Cummer,An Comar,Mayo,Republic of Ireland,Townland
18236,Cummer,,Mayo,Republic of Ireland,Townland
18237,Cummer,,Mayo,Republic of Ireland,Townland
18238,Cummer,An Comar,Tipperary,Republic of Ireland,Townland
18239,Cummer,,Wexford,Republic of Ireland,Townland
18240,Cummer Beg,An Comar Beag,Tipperary,Republic of Ireland,Townland
18241,Cummerduff,An Comar Dubh,Cork,Republic of Ireland,Townland
18242,Cummerduff,,Wexford,Republic of Ireland,Townland
18243,Cummer More,An Comar Mór,Tipperary,Republic of Ireland,Townland
18244,Cummers East,Na Comair Thoir,Kerry,Republic of Ireland,Townland
18245,Cummerstown,,Westmeath,Republic of Ireland,Townland
18246,Cummers West,Na Comair Thiar,Kerry,Republic of Ireland,Townland
18247,Cummery Connell,Comar Uí Chonaill Thuaidh,Cork,Republic of Ireland,Townland
18248,Cumminstown,,Westmeath,Republic of Ireland,Townland
18249,Cummirk,An Chomairce,Donegal,Republic of Ireland,Townland
18250,Cumry,Na Comraigh,Monaghan,Republic of Ireland,Townland
18251,Cumshinstown,,Wexford,Republic of Ireland,Townland
18252,Cunaberry,,Carlow,Republic of Ireland,Townland
18253,Cunard,Cionn Ard,Dublin,Republic of Ireland,Townland
18254,Cunghill,,Sligo,Republic of Ireland,Townland
18255,Cunlaghfadda,,Mayo,Republic of Ireland,Townland
18256,Cunlin,,Donegal,Republic of Ireland,Townland
18257,Cunnagare,An Coinigéar,Kerry,Republic of Ireland,Townland
18258,Cunnagavale,An Chongbháil,Limerick,Republic of Ireland,Townland
18259,Cunnagher North,Conachar Thuaidh,Mayo,Republic of Ireland,Townland
18260,Cunnagher South,Conachar Theas,Mayo,Republic of Ireland,Townland
18261,Cunnahurt East,Conthairt Thoir,Tipperary,Republic of Ireland,Townland
18262,Cunnahurt West,Conthairt Thiar,Tipperary,Republic of Ireland,Townland
18263,Cunnaker,An Coinicéar,Mayo,Republic of Ireland,Townland
18264,Cunnamore,Conamar,Cork,Republic of Ireland,Townland
18265,Cunnavoola,,Kerry,Republic of Ireland,Townland
18266,Cunniamstown Big,Baile an Choiniamaigh Mór,Wicklow,Republic of Ireland,Townland
18267,Cunniamstown Little,Baile an Choiniamaigh Beag,Wicklow,Republic of Ireland,Townland
18268,Cunnicar,An Coinicéar,Louth,Republic of Ireland,Townland
18269,Cunnigar,An Coinigéar,Waterford,Republic of Ireland,Townland
18270,Cunnihee,Cuinchí,Limerick,Republic of Ireland,Townland
18271,Cunnion,An Coincheann,Leitrim,Republic of Ireland,Townland
18272,Cupidstown,Baile Cupid,Kildare,Republic of Ireland,Townland
18273,Cupidstownhill,,Kildare,Republic of Ireland,Townland
18274,Cuppage,Fearann Cuppage,Cork,Republic of Ireland,Townland
18275,Cuppanagh,,Sligo,Republic of Ireland,Townland
18276,Cur,An Chorr,Galway,Republic of Ireland,Townland
18277,Curclogh,,Wexford,Republic of Ireland,Townland
18278,Curheen,Comhroinn,Galway,Republic of Ireland,Townland
18279,Curhoor,Corrthuar,Galway,Republic of Ireland,Townland
18280,Curhownagh,Corrthamhnach,Galway,Republic of Ireland,Townland
18281,Curkacrone,Corcach Chrón,Kilkenny,Republic of Ireland,Townland
18282,Curkeen,,Meath,Republic of Ireland,Townland
18283,Curkin,An Cuircín,Monaghan,Republic of Ireland,Townland
18284,Curleyland And Mill Land,,Meath,Republic of Ireland,Townland
18285,Curneen,,Mayo,Republic of Ireland,Townland
18286,Curniaghanstown,,Meath,Republic of Ireland,Townland
18287,Curra,An Chora,Cork,Republic of Ireland,Townland
18288,Curra,An Chora,Cork,Republic of Ireland,Townland
18289,Curra,An Chora,Cork,Republic of Ireland,Townland
18290,Curra,An Currach,Cork,Republic of Ireland,Townland
18291,Curra,An Currach,Cork,Republic of Ireland,Townland
18292,Curra,An Chora,Galway,Republic of Ireland,Townland
18293,Curra,,Kerry,Republic of Ireland,Townland
18294,Currabaha,Currach Beithí,Tipperary,Republic of Ireland,Townland
18295,Currabaha,Corrbheithigh,Waterford,Republic of Ireland,Townland
18296,Currabaha East,Corrbheithigh Thoir,Waterford,Republic of Ireland,Townland
18297,Currabaha West,Corrbheithigh Thiar,Waterford,Republic of Ireland,Townland
18298,Currabally,An Corrbhaile,Cork,Republic of Ireland,Townland
18299,Currabanefield,,Kerry,Republic of Ireland,Townland
18300,Currabeg,An Chora Bheag,Cork,Republic of Ireland,Townland
18301,Currabeg,An Chora Bheag,Cork,Republic of Ireland,Townland
18302,Currabeg,An Chora Bheag,Kerry,Republic of Ireland,Townland
18303,Currabeg,An Currach Beag,Offaly,Republic of Ireland,Townland
18304,Curra Beg,An Chora Bheag,Limerick,Republic of Ireland,Townland
18305,Currabeha,An Chorr Bheithe,Cork,Republic of Ireland,Town/Village
18306,Curraboy,An Chora Bhuí,Mayo,Republic of Ireland,Townland
18307,Curraboy,,Mayo,Republic of Ireland,Townland
18308,Currabwee,An Currach Buí,Cork,Republic of Ireland,Townland
18309,Curracahill,Currach Chathail,Cork,Republic of Ireland,Townland
18310,Curracitty,,Kerry,Republic of Ireland,Townland
18311,Curracloe,Currach Cló,Wexford,Republic of Ireland,Town/Village
18312,Curraclogh,Currach Cloch,Cork,Republic of Ireland,Townland
18313,Curracloghan,,Cavan,Republic of Ireland,Townland
18314,Curraclone,Corrchluain,Laois,Republic of Ireland,Townland
18315,Curracullenagh,Currach Cuileannach,Kerry,Republic of Ireland,Townland
18316,Curradarra,An Currach Darach,Waterford,Republic of Ireland,Townland
18317,Curraderra,Corrdhoire,Clare,Republic of Ireland,Townland
18318,Curradonohoe,Cuar Uí Dhonnchú,Cork,Republic of Ireland,Townland
18319,Curradrinagh,Currach Draighneach,Cork,Republic of Ireland,Townland
18320,Curraduff,An Currach Dubh,Cork,Republic of Ireland,Townland
18321,Curraduff,An Currach Dubh,Cork,Republic of Ireland,Townland
18322,Curraduff,An Chora Dhubh,Kerry,Republic of Ireland,Townland
18323,Curraduff,An Currach Dubh,Tipperary,Republic of Ireland,Townland
18324,Curraduff,,Wexford,Republic of Ireland,Townland
18325,Currafarry,Corr Uí Fhearaígh,Galway,Republic of Ireland,Townland
18326,Curraflugh,,Kerry,Republic of Ireland,Townland
18327,Curragh,,Carlow,Republic of Ireland,Townland
18328,Curragh,Currach na gCros,Clare,Republic of Ireland,Townland
18329,Curragh,An Currach,Cork,Republic of Ireland,Townland
18330,Curragh,An Currach,Cork,Republic of Ireland,Townland
18331,Curragh,An Currach,Cork,Republic of Ireland,Townland
18332,Curragh,An Currach,Cork,Republic of Ireland,Townland
18333,Curragh,An Currach,Cork,Republic of Ireland,Townland
18334,Curragh,An Currach,Cork,Republic of Ireland,Townland
18335,Curragh,Currach Cluana Bainbh,Cork,Republic of Ireland,Townland
18336,Curragh,Currach Tí Cloiche,Cork,Republic of Ireland,Townland
18337,Curragh,An Currach,Donegal,Republic of Ireland,Townland
18338,Curragh,An Currach,Galway,Republic of Ireland,Townland
18339,Curragh,An Currach,Galway,Republic of Ireland,Townland
18340,Curragh,An Currach,Galway,Republic of Ireland,Townland
18341,Curragh,An Currach,Kerry,Republic of Ireland,Townland
18342,Curragh,,Kildare,Republic of Ireland,Townland
18343,Curragh,,Kildare,Republic of Ireland,Townland
18344,Curragh,An Currach,Kilkenny,Republic of Ireland,Townland
18345,Curragh,,Laois,Republic of Ireland,Townland
18346,Curragh,,Laois,Republic of Ireland,Townland
18347,Curragh,An Currach,Limerick,Republic of Ireland,Townland
18348,Curragh,An Currach,Limerick,Republic of Ireland,Townland
18349,Curragh,,Mayo,Republic of Ireland,Townland
18350,Curragh,,Mayo,Republic of Ireland,Townland
18351,Curragh,An Currach,Meath,Republic of Ireland,Townland
18352,Curragh,An Currach,Offaly,Republic of Ireland,Townland
18353,Curragh,An Currach,Offaly,Republic of Ireland,Townland
18354,Curragh,,Roscommon,Republic of Ireland,Townland
18355,Curragh,An Currach,Tipperary,Republic of Ireland,Townland
18356,Curragh,An Currach,Tipperary,Republic of Ireland,Townland
18357,Curragh,An Currach,Waterford,Republic of Ireland,Townland
18358,Curragh,An Currach,Waterford,Republic of Ireland,Townland
18359,Curragh,,Westmeath,Republic of Ireland,Townland
18360,Curragh,,Wexford,Republic of Ireland,Townland
18361,Curragha,Na Curracha,Leitrim,Republic of Ireland,Townland
18362,Curraghaboy,Na Curracha Buí,Leitrim,Republic of Ireland,Townland
18363,Curraghabreedin,Curracha Brídín,Cavan,Republic of Ireland,Townland
18364,Curraghabweehan,Currach an Bhuíocháin,Cavan,Republic of Ireland,Townland
18365,Curraghacnav,Currach an Chreamha,Waterford,Republic of Ireland,Townland
18366,Curraghacronacon,,Laois,Republic of Ireland,Townland
18367,Curraghacruit,,Carlow,Republic of Ireland,Townland
18368,Curraghaderry,Currach an Doire,Galway,Republic of Ireland,Townland
18369,Curraghaderry,,Mayo,Republic of Ireland,Townland
18370,Curraghadobbin,Currach Doibín,Tipperary,Republic of Ireland,Townland
18371,Curraghadoo,,Clare,Republic of Ireland,Townland
18372,Curraghadooey,Currach an Dúigh,Mayo,Republic of Ireland,Townland
18373,Curraghadoon,,Roscommon,Republic of Ireland,Townland
18374,Curraghafeaghan,,Donegal,Republic of Ireland,Townland
18375,Curraghafoil,Currach an Phoill,Limerick,Republic of Ireland,Townland
18376,Curraghagalla North,Currach an Ghallaigh Thuaidh,Cork,Republic of Ireland,Townland
18377,Curraghagalla South,Currach an Ghallaigh Theas,Cork,Republic of Ireland,Townland
18378,Curraghagower,,Roscommon,Republic of Ireland,Townland
18379,Curraghakerry,Currach an Chiarraígh,Cork,Republic of Ireland,Townland
18380,Curraghakimikeen,Currach Mhic Thoimicín,Limerick,Republic of Ireland,Townland
18381,Curraghalaher,Currach an Leathair,Roscommon,Republic of Ireland,Townland
18382,Curraghalane,Currach an Léim,Donegal,Republic of Ireland,Townland
18383,Curraghalassa,Currach an Leasa,Offaly,Republic of Ireland,Townland
18384,Curraghaleen,,Roscommon,Republic of Ireland,Townland
18385,Curraghalehane,Currach Uí Liatháin,Cork,Republic of Ireland,Townland
18386,Curraghalicky,Currach na Leice,Cork,Republic of Ireland,Townland
18387,Curraghan,An Currachán,Leitrim,Republic of Ireland,Townland
18388,Curraghanaltig,Currach an Fháltaigh,Cork,Republic of Ireland,Townland
18389,Curraghanana,Corr an Eanaigh,Offaly,Republic of Ireland,Townland
18390,Curraghanearla,Currach an Iarla,Cork,Republic of Ireland,Townland
18391,Curraghanearla,Currach an Iarla,Cork,Republic of Ireland,Townland
18392,Curraghaneety,Currach an Fhaoitigh,Tipperary,Republic of Ireland,Townland
18393,Curraghanoe,,Cavan,Republic of Ireland,Townland
18394,Curraghanolomer,Currach an Fhalmaire,Cork,Republic of Ireland,Townland
18395,Curraghanuddy,Currach an Odaigh,Tipperary,Republic of Ireland,Townland
18396,Curraghard,An Currach Ard,Cork,Republic of Ireland,Townland
18397,Curraghard,,Roscommon,Republic of Ireland,Townland
18398,Curragharneen,Currach Airnín,Tipperary,Republic of Ireland,Townland
18399,Curraghashillaun,Curracha Sileáin,Leitrim,Republic of Ireland,Townland
18400,Curraghataggart,Currach an tSagairt,Waterford,Republic of Ireland,Townland
18401,Curraghatawy,Currach an tSamhaidh,Leitrim,Republic of Ireland,Townland
18402,Curraghateskin,Currach an tSeiscinn,Waterford,Republic of Ireland,Townland
18403,Curraghatoor,Currach an Tuair,Tipperary,Republic of Ireland,Townland
18404,Curraghatoosane,Currach an tSuasáin,Kerry,Republic of Ireland,Townland
18405,Curraghatouk,Currach an tSeabhaic,Kerry,Republic of Ireland,Townland
18406,Curraghaun,An Currachán,Galway,Republic of Ireland,Townland
18407,Curraghavaddra,Currach an Mhadra,Cork,Republic of Ireland,Townland
18408,Curraghavarna And Portavolla,Currach an Bhréanra agus Port an Bhrollaigh,Offaly,Republic of Ireland,Townland
18409,Curraghaveara,Currach an Mhéara,Limerick,Republic of Ireland,Townland
18410,Curraghaviller,Currach an Bhiolair,Tipperary,Republic of Ireland,Townland
18411,Curraghavoe,Currach Uí Bhuaigh,Cork,Republic of Ireland,Townland
18412,Curraghavogy,Currach an Bhogaigh,Donegal,Republic of Ireland,Townland
18413,Curraghavoke,Currach an Bhuaic,Tipperary,Republic of Ireland,Townland
18414,Curraghawaddra,Currach an Mhadra,Cork,Republic of Ireland,Townland
18415,Curraghawaddra,Currach an Mhadra,Cork,Republic of Ireland,Townland
18416,Curraghbaghla,Corr Bhachla,Galway,Republic of Ireland,Townland
18417,Curraghballintlea,Currach Bhaile an tSléibhe,Waterford,Republic of Ireland,Townland
18418,Curraghbane,,Westmeath,Republic of Ireland,Townland
18419,Curraghbaun,An Currach Bán,Mayo,Republic of Ireland,Townland
18420,Curraghbaun,An Currach Bán,Tipperary,Republic of Ireland,Townland
