Statistic Label,CensusYear,Sex,Single Year of Age,County and City,UNIT,VALUE
Population,2016,Female,92 years,Kilkenny,Number,61
Population,2016,Female,93 years,Kilkenny,Number,57
Population,2016,Female,94 years,Kilkenny,Number,33
Population,2016,Female,95 years,Kilkenny,Number,34
Population,2016,Female,96 years,Kilkenny,Number,21
Population,2016,Female,97 years,Kilkenny,Number,13
Population,2016,Female,98 years,Kilkenny,Number,10
Population,2016,Female,99 years,Kilkenny,Number,8
Population,2016,Female,100 years and over,Kilkenny,Number,7
Population,2022,Male,60 years,Kilkenny,Number,594
Population,2022,Male,61 years,Kilkenny,Number,599
Population,2022,Male,62 years,Kilkenny,Number,645
Population,2022,Male,63 years,Kilkenny,Number,574
Population,2022,Male,64 years,Kilkenny,Number,593
Population,2022,Male,65 years,Kilkenny,Number,511
Population,2022,Male,66 years,Kilkenny,Number,564
Population,2022,Male,67 years,Kilkenny,Number,546
Population,2022,Male,68 years,Kilkenny,Number,550
Population,2022,Male,69 years,Kilkenny,Number,490
Population,2022,Male,70 years,Kilkenny,Number,471
Population,2022,Male,71 years,Kilkenny,Number,410
Population,2022,Male,72 years,Kilkenny,Number,471
Population,2022,Male,73 years,Kilkenny,Number,421
Population,2022,Male,74 years,Kilkenny,Number,477
Population,2022,Male,75 years,Kilkenny,Number,392
Population,2022,Male,76 years,Kilkenny,Number,315
Population,2022,Male,77 years,Kilkenny,Number,360
Population,2022,Male,78 years,Kilkenny,Number,303
Population,2022,Male,79 years,Kilkenny,Number,270
Population,2022,Male,80 years,Kilkenny,Number,249
Population,2022,Male,81 years,Kilkenny,Number,229
Population,2022,Male,82 years,Kilkenny,Number,174
Population,2022,Male,83 years,Kilkenny,Number,173
Population,2022,Male,84 years,Kilkenny,Number,159
Population,2022,Male,85 years,Kilkenny,Number,126
Population,2022,Male,86 years,Kilkenny,Number,118
Population,2022,Male,87 years,Kilkenny,Number,107
Population,2022,Male,88 years,Kilkenny,Number,77
Population,2022,Male,89 years,Kilkenny,Number,73
Population,2022,Male,90 years,Kilkenny,Number,49
Population,2022,Male,91 years,Kilkenny,Number,45
Population,2022,Male,92 years,Kilkenny,Number,25
Population,2022,Male,93 years,Kilkenny,Number,21
Population,2022,Male,94 years,Kilkenny,Number,19
Population,2022,Male,95 years,Kilkenny,Number,8
Population,2022,Male,96 years,Kilkenny,Number,9
Population,2022,Male,97 years,Kilkenny,Number,5
Population,2022,Male,98 years,Kilkenny,Number,2
Population,2022,Male,99 years,Kilkenny,Number,4
Population,2022,Male,100 years and over,Kilkenny,Number,6
Population,2022,Female,60 years,Kilkenny,Number,643
Population,2022,Female,61 years,Kilkenny,Number,661
Population,2022,Female,62 years,Kilkenny,Number,638
Population,2022,Female,63 years,Kilkenny,Number,568
Population,2022,Female,64 years,Kilkenny,Number,558
Population,2022,Female,65 years,Kilkenny,Number,543
Population,2022,Female,66 years,Kilkenny,Number,492
Population,2022,Female,67 years,Kilkenny,Number,524
Population,2022,Female,68 years,Kilkenny,Number,495
Population,2022,Female,69 years,Kilkenny,Number,523
Population,2022,Female,70 years,Kilkenny,Number,491
Population,2022,Female,71 years,Kilkenny,Number,426
Population,2022,Female,72 years,Kilkenny,Number,449
Population,2022,Female,73 years,Kilkenny,Number,410
Population,2022,Female,74 years,Kilkenny,Number,383
Population,2022,Female,75 years,Kilkenny,Number,377
Population,2022,Female,76 years,Kilkenny,Number,410
Population,2022,Female,77 years,Kilkenny,Number,337
Population,2022,Female,78 years,Kilkenny,Number,307
Population,2022,Female,79 years,Kilkenny,Number,327
Population,2022,Female,80 years,Kilkenny,Number,265
Population,2022,Female,81 years,Kilkenny,Number,234
Population,2022,Female,82 years,Kilkenny,Number,225
Population,2022,Female,83 years,Kilkenny,Number,214
Population,2022,Female,84 years,Kilkenny,Number,188
Population,2022,Female,85 years,Kilkenny,Number,183
Population,2022,Female,86 years,Kilkenny,Number,189
Population,2022,Female,87 years,Kilkenny,Number,171
Population,2022,Female,88 years,Kilkenny,Number,126
Population,2022,Female,89 years,Kilkenny,Number,115
Population,2022,Female,90 years,Kilkenny,Number,82
Population,2022,Female,91 years,Kilkenny,Number,93
Population,2022,Female,92 years,Kilkenny,Number,58
Population,2022,Female,93 years,Kilkenny,Number,45
Population,2022,Female,94 years,Kilkenny,Number,44
Population,2022,Female,95 years,Kilkenny,Number,28
Population,2022,Female,96 years,Kilkenny,Number,23
Population,2022,Female,97 years,Kilkenny,Number,19
Population,2022,Female,98 years,Kilkenny,Number,14
Population,2022,Female,99 years,Kilkenny,Number,5
Population,2022,Female,100 years and over,Kilkenny,Number,12
Population,2011,Male,60 years,Laois,Number,368
Population,2011,Male,61 years,Laois,Number,329
Population,2011,Male,62 years,Laois,Number,336
Population,2011,Male,63 years,Laois,Number,351
Population,2011,Male,64 years,Laois,Number,328
Population,2011,Male,65 years,Laois,Number,306
Population,2011,Male,66 years,Laois,Number,297
Population,2011,Male,67 years,Laois,Number,268
Population,2011,Male,68 years,Laois,Number,265
Population,2011,Male,69 years,Laois,Number,210
Population,2011,Male,70 years,Laois,Number,212
Population,2011,Male,71 years,Laois,Number,185
Population,2011,Male,72 years,Laois,Number,193
Population,2011,Male,73 years,Laois,Number,173
Population,2011,Male,74 years,Laois,Number,190
Population,2011,Male,75 years,Laois,Number,169
Population,2011,Male,76 years,Laois,Number,148
Population,2011,Male,77 years,Laois,Number,140
Population,2011,Male,78 years,Laois,Number,139
Population,2011,Male,79 years,Laois,Number,141
Population,2011,Male,80 years,Laois,Number,142
Population,2011,Male,81 years,Laois,Number,97
Population,2011,Male,82 years,Laois,Number,105
Population,2011,Male,83 years,Laois,Number,87
Population,2011,Male,84 years,Laois,Number,78
Population,2011,Male,85 years,Laois,Number,64
Population,2011,Male,86 years,Laois,Number,53
Population,2011,Male,87 years,Laois,Number,49
Population,2011,Male,88 years,Laois,Number,38
Population,2011,Male,89 years,Laois,Number,27
Population,2011,Male,90 years,Laois,Number,14
Population,2011,Male,91 years,Laois,Number,25
Population,2011,Male,92 years,Laois,Number,11
Population,2011,Male,93 years,Laois,Number,7
Population,2011,Male,94 years,Laois,Number,8
Population,2011,Male,95 years,Laois,Number,5
Population,2011,Male,96 years,Laois,Number,5
Population,2011,Male,97 years,Laois,Number,1
Population,2011,Male,98 years,Laois,Number,1
Population,2011,Male,99 years,Laois,Number,1
Population,2011,Male,100 years and over,Laois,Number,0
Population,2011,Female,60 years,Laois,Number,315
Population,2011,Female,61 years,Laois,Number,342
Population,2011,Female,62 years,Laois,Number,310
Population,2011,Female,63 years,Laois,Number,323
Population,2011,Female,64 years,Laois,Number,331
Population,2011,Female,65 years,Laois,Number,300
Population,2011,Female,66 years,Laois,Number,255
Population,2011,Female,67 years,Laois,Number,269
Population,2011,Female,68 years,Laois,Number,260
Population,2011,Female,69 years,Laois,Number,234
Population,2011,Female,70 years,Laois,Number,212
Population,2011,Female,71 years,Laois,Number,216
Population,2011,Female,72 years,Laois,Number,195
Population,2011,Female,73 years,Laois,Number,167
Population,2011,Female,74 years,Laois,Number,203
Population,2011,Female,75 years,Laois,Number,189
Population,2011,Female,76 years,Laois,Number,176
Population,2011,Female,77 years,Laois,Number,177
Population,2011,Female,78 years,Laois,Number,150
Population,2011,Female,79 years,Laois,Number,127
Population,2011,Female,80 years,Laois,Number,132
Population,2011,Female,81 years,Laois,Number,127
Population,2011,Female,82 years,Laois,Number,123
Population,2011,Female,83 years,Laois,Number,117
Population,2011,Female,84 years,Laois,Number,101
Population,2011,Female,85 years,Laois,Number,91
Population,2011,Female,86 years,Laois,Number,94
Population,2011,Female,87 years,Laois,Number,58
Population,2011,Female,88 years,Laois,Number,60
Population,2011,Female,89 years,Laois,Number,51
Population,2011,Female,90 years,Laois,Number,41
Population,2011,Female,91 years,Laois,Number,35
Population,2011,Female,92 years,Laois,Number,30
Population,2011,Female,93 years,Laois,Number,13
Population,2011,Female,94 years,Laois,Number,14
Population,2011,Female,95 years,Laois,Number,11
Population,2011,Female,96 years,Laois,Number,6
Population,2011,Female,97 years,Laois,Number,4
Population,2011,Female,98 years,Laois,Number,3
Population,2011,Female,99 years,Laois,Number,4
Population,2011,Female,100 years and over,Laois,Number,1
Population,2016,Male,60 years,Laois,Number,449
Population,2016,Male,61 years,Laois,Number,413
Population,2016,Male,62 years,Laois,Number,393
Population,2016,Male,63 years,Laois,Number,418
Population,2016,Male,64 years,Laois,Number,373
Population,2016,Male,65 years,Laois,Number,373
Population,2016,Male,66 years,Laois,Number,342
Population,2016,Male,67 years,Laois,Number,324
Population,2016,Male,68 years,Laois,Number,312
Population,2016,Male,69 years,Laois,Number,326
Population,2016,Male,70 years,Laois,Number,319
Population,2016,Male,71 years,Laois,Number,277
Population,2016,Male,72 years,Laois,Number,245
Population,2016,Male,73 years,Laois,Number,238
Population,2016,Male,74 years,Laois,Number,196
Population,2016,Male,75 years,Laois,Number,188
Population,2016,Male,76 years,Laois,Number,158
Population,2016,Male,77 years,Laois,Number,166
Population,2016,Male,78 years,Laois,Number,155
Population,2016,Male,79 years,Laois,Number,147
Population,2016,Male,80 years,Laois,Number,130
Population,2016,Male,81 years,Laois,Number,124
Population,2016,Male,82 years,Laois,Number,107
Population,2016,Male,83 years,Laois,Number,95
Population,2016,Male,84 years,Laois,Number,93
Population,2016,Male,85 years,Laois,Number,94
Population,2016,Male,86 years,Laois,Number,62
Population,2016,Male,87 years,Laois,Number,55
Population,2016,Male,88 years,Laois,Number,51
Population,2016,Male,89 years,Laois,Number,44
Population,2016,Male,90 years,Laois,Number,35
Population,2016,Male,91 years,Laois,Number,24
Population,2016,Male,92 years,Laois,Number,16
Population,2016,Male,93 years,Laois,Number,13
Population,2016,Male,94 years,Laois,Number,7
Population,2016,Male,95 years,Laois,Number,3
Population,2016,Male,96 years,Laois,Number,2
Population,2016,Male,97 years,Laois,Number,7
Population,2016,Male,98 years,Laois,Number,1
Population,2016,Male,99 years,Laois,Number,2
Population,2016,Male,100 years and over,Laois,Number,1
Population,2016,Female,60 years,Laois,Number,419
Population,2016,Female,61 years,Laois,Number,378
Population,2016,Female,62 years,Laois,Number,376
Population,2016,Female,63 years,Laois,Number,363
Population,2016,Female,64 years,Laois,Number,381
Population,2016,Female,65 years,Laois,Number,308
Population,2016,Female,66 years,Laois,Number,336
Population,2016,Female,67 years,Laois,Number,307
Population,2016,Female,68 years,Laois,Number,307
Population,2016,Female,69 years,Laois,Number,318
Population,2016,Female,70 years,Laois,Number,311
Population,2016,Female,71 years,Laois,Number,236
Population,2016,Female,72 years,Laois,Number,244
Population,2016,Female,73 years,Laois,Number,248
Population,2016,Female,74 years,Laois,Number,209
Population,2016,Female,75 years,Laois,Number,189
Population,2016,Female,76 years,Laois,Number,178
Population,2016,Female,77 years,Laois,Number,182
Population,2016,Female,78 years,Laois,Number,137
Population,2016,Female,79 years,Laois,Number,171
Population,2016,Female,80 years,Laois,Number,154
Population,2016,Female,81 years,Laois,Number,146
Population,2016,Female,82 years,Laois,Number,133
Population,2016,Female,83 years,Laois,Number,117
Population,2016,Female,84 years,Laois,Number,95
Population,2016,Female,85 years,Laois,Number,94
Population,2016,Female,86 years,Laois,Number,87
Population,2016,Female,87 years,Laois,Number,74
Population,2016,Female,88 years,Laois,Number,59
Population,2016,Female,89 years,Laois,Number,54
Population,2016,Female,90 years,Laois,Number,43
Population,2016,Female,91 years,Laois,Number,41
Population,2016,Female,92 years,Laois,Number,22
Population,2016,Female,93 years,Laois,Number,23
Population,2016,Female,94 years,Laois,Number,13
Population,2016,Female,95 years,Laois,Number,13
Population,2016,Female,96 years,Laois,Number,12
Population,2016,Female,97 years,Laois,Number,8
Population,2016,Female,98 years,Laois,Number,4
Population,2016,Female,99 years,Laois,Number,0
Population,2016,Female,100 years and over,Laois,Number,3
Population,2022,Male,60 years,Laois,Number,506
Population,2022,Male,61 years,Laois,Number,496
Population,2022,Male,62 years,Laois,Number,478
Population,2022,Male,63 years,Laois,Number,482
Population,2022,Male,64 years,Laois,Number,450
Population,2022,Male,65 years,Laois,Number,458
Population,2022,Male,66 years,Laois,Number,404
Population,2022,Male,67 years,Laois,Number,401
Population,2022,Male,68 years,Laois,Number,368
Population,2022,Male,69 years,Laois,Number,382
Population,2022,Male,70 years,Laois,Number,371
Population,2022,Male,71 years,Laois,Number,353
Population,2022,Male,72 years,Laois,Number,315
Population,2022,Male,73 years,Laois,Number,277
Population,2022,Male,74 years,Laois,Number,289
Population,2022,Male,75 years,Laois,Number,275
Population,2022,Male,76 years,Laois,Number,251
Population,2022,Male,77 years,Laois,Number,235
Population,2022,Male,78 years,Laois,Number,218
Population,2022,Male,79 years,Laois,Number,178
Population,2022,Male,80 years,Laois,Number,155
Population,2022,Male,81 years,Laois,Number,146
Population,2022,Male,82 years,Laois,Number,121
Population,2022,Male,83 years,Laois,Number,115
Population,2022,Male,84 years,Laois,Number,106
Population,2022,Male,85 years,Laois,Number,84
Population,2022,Male,86 years,Laois,Number,81
Population,2022,Male,87 years,Laois,Number,65
Population,2022,Male,88 years,Laois,Number,52
Population,2022,Male,89 years,Laois,Number,32
Population,2022,Male,90 years,Laois,Number,26
Population,2022,Male,91 years,Laois,Number,40
Population,2022,Male,92 years,Laois,Number,17
Population,2022,Male,93 years,Laois,Number,17
Population,2022,Male,94 years,Laois,Number,8
Population,2022,Male,95 years,Laois,Number,5
Population,2022,Male,96 years,Laois,Number,1
Population,2022,Male,97 years,Laois,Number,2
Population,2022,Male,98 years,Laois,Number,4
Population,2022,Male,99 years,Laois,Number,0
Population,2022,Male,100 years and over,Laois,Number,0
Population,2022,Female,60 years,Laois,Number,459
Population,2022,Female,61 years,Laois,Number,509
Population,2022,Female,62 years,Laois,Number,444
Population,2022,Female,63 years,Laois,Number,432
Population,2022,Female,64 years,Laois,Number,419
Population,2022,Female,65 years,Laois,Number,419
Population,2022,Female,66 years,Laois,Number,389
Population,2022,Female,67 years,Laois,Number,380
Population,2022,Female,68 years,Laois,Number,381
Population,2022,Female,69 years,Laois,Number,377
Population,2022,Female,70 years,Laois,Number,369
Population,2022,Female,71 years,Laois,Number,305
Population,2022,Female,72 years,Laois,Number,296
Population,2022,Female,73 years,Laois,Number,281
Population,2022,Female,74 years,Laois,Number,278
Population,2022,Female,75 years,Laois,Number,304
Population,2022,Female,76 years,Laois,Number,288
Population,2022,Female,77 years,Laois,Number,217
Population,2022,Female,78 years,Laois,Number,225
Population,2022,Female,79 years,Laois,Number,212
Population,2022,Female,80 years,Laois,Number,186
Population,2022,Female,81 years,Laois,Number,158
Population,2022,Female,82 years,Laois,Number,148
Population,2022,Female,83 years,Laois,Number,136
Population,2022,Female,84 years,Laois,Number,99
Population,2022,Female,85 years,Laois,Number,114
Population,2022,Female,86 years,Laois,Number,95
Population,2022,Female,87 years,Laois,Number,93
Population,2022,Female,88 years,Laois,Number,85
Population,2022,Female,89 years,Laois,Number,64
Population,2022,Female,90 years,Laois,Number,44
Population,2022,Female,91 years,Laois,Number,49
Population,2022,Female,92 years,Laois,Number,48
Population,2022,Female,93 years,Laois,Number,21
Population,2022,Female,94 years,Laois,Number,21
Population,2022,Female,95 years,Laois,Number,8
Population,2022,Female,96 years,Laois,Number,14
Population,2022,Female,97 years,Laois,Number,8
Population,2022,Female,98 years,Laois,Number,1
Population,2022,Female,99 years,Laois,Number,3
Population,2022,Female,100 years and over,Laois,Number,10
Population,2011,Male,60 years,Leitrim,Number,197
Population,2011,Male,61 years,Leitrim,Number,197
Population,2011,Male,62 years,Leitrim,Number,194
Population,2011,Male,63 years,Leitrim,Number,153
Population,2011,Male,64 years,Leitrim,Number,167
Population,2011,Male,65 years,Leitrim,Number,167
Population,2011,Male,66 years,Leitrim,Number,165
Population,2011,Male,67 years,Leitrim,Number,153
Population,2011,Male,68 years,Leitrim,Number,140
Population,2011,Male,69 years,Leitrim,Number,114
Population,2011,Male,70 years,Leitrim,Number,131
Population,2011,Male,71 years,Leitrim,Number,122
Population,2011,Male,72 years,Leitrim,Number,117
Population,2011,Male,73 years,Leitrim,Number,107
Population,2011,Male,74 years,Leitrim,Number,110
Population,2011,Male,75 years,Leitrim,Number,108
Population,2011,Male,76 years,Leitrim,Number,100
Population,2011,Male,77 years,Leitrim,Number,87
Population,2011,Male,78 years,Leitrim,Number,89
Population,2011,Male,79 years,Leitrim,Number,84
Population,2011,Male,80 years,Leitrim,Number,81
Population,2011,Male,81 years,Leitrim,Number,60
Population,2011,Male,82 years,Leitrim,Number,66
Population,2011,Male,83 years,Leitrim,Number,46
Population,2011,Male,84 years,Leitrim,Number,50
Population,2011,Male,85 years,Leitrim,Number,35
Population,2011,Male,86 years,Leitrim,Number,37
Population,2011,Male,87 years,Leitrim,Number,29
Population,2011,Male,88 years,Leitrim,Number,22
Population,2011,Male,89 years,Leitrim,Number,14
Population,2011,Male,90 years,Leitrim,Number,22
Population,2011,Male,91 years,Leitrim,Number,16
Population,2011,Male,92 years,Leitrim,Number,8
Population,2011,Male,93 years,Leitrim,Number,3
Population,2011,Male,94 years,Leitrim,Number,4
Population,2011,Male,95 years,Leitrim,Number,2
Population,2011,Male,96 years,Leitrim,Number,2
Population,2011,Male,97 years,Leitrim,Number,0
Population,2011,Male,98 years,Leitrim,Number,1
Population,2011,Male,99 years,Leitrim,Number,2
Population,2011,Male,100 years and over,Leitrim,Number,0
Population,2011,Female,60 years,Leitrim,Number,168
Population,2011,Female,61 years,Leitrim,Number,182
Population,2011,Female,62 years,Leitrim,Number,142
Population,2011,Female,63 years,Leitrim,Number,186
Population,2011,Female,64 years,Leitrim,Number,147
Population,2011,Female,65 years,Leitrim,Number,158
Population,2011,Female,66 years,Leitrim,Number,141
Population,2011,Female,67 years,Leitrim,Number,137
Population,2011,Female,68 years,Leitrim,Number,124
Population,2011,Female,69 years,Leitrim,Number,107
Population,2011,Female,70 years,Leitrim,Number,101
Population,2011,Female,71 years,Leitrim,Number,107
Population,2011,Female,72 years,Leitrim,Number,107
Population,2011,Female,73 years,Leitrim,Number,114
Population,2011,Female,74 years,Leitrim,Number,91
Population,2011,Female,75 years,Leitrim,Number,103
Population,2011,Female,76 years,Leitrim,Number,108
Population,2011,Female,77 years,Leitrim,Number,89
Population,2011,Female,78 years,Leitrim,Number,94
Population,2011,Female,79 years,Leitrim,Number,65
Population,2011,Female,80 years,Leitrim,Number,98
Population,2011,Female,81 years,Leitrim,Number,85
Population,2011,Female,82 years,Leitrim,Number,65
Population,2011,Female,83 years,Leitrim,Number,59
Population,2011,Female,84 years,Leitrim,Number,74
Population,2011,Female,85 years,Leitrim,Number,60
Population,2011,Female,86 years,Leitrim,Number,59
Population,2011,Female,87 years,Leitrim,Number,58
Population,2011,Female,88 years,Leitrim,Number,48
Population,2011,Female,89 years,Leitrim,Number,36
Population,2011,Female,90 years,Leitrim,Number,28
Population,2011,Female,91 years,Leitrim,Number,27
Population,2011,Female,92 years,Leitrim,Number,12
Population,2011,Female,93 years,Leitrim,Number,15
Population,2011,Female,94 years,Leitrim,Number,15
Population,2011,Female,95 years,Leitrim,Number,11
Population,2011,Female,96 years,Leitrim,Number,4
Population,2011,Female,97 years,Leitrim,Number,6
Population,2011,Female,98 years,Leitrim,Number,2
Population,2011,Female,99 years,Leitrim,Number,1
Population,2011,Female,100 years and over,Leitrim,Number,3
Population,2016,Male,60 years,Leitrim,Number,232
Population,2016,Male,61 years,Leitrim,Number,190
Population,2016,Male,62 years,Leitrim,Number,228
Population,2016,Male,63 years,Leitrim,Number,200
Population,2016,Male,64 years,Leitrim,Number,176
Population,2016,Male,65 years,Leitrim,Number,195
Population,2016,Male,66 years,Leitrim,Number,193
Population,2016,Male,67 years,Leitrim,Number,197
Population,2016,Male,68 years,Leitrim,Number,150
Population,2016,Male,69 years,Leitrim,Number,163
Population,2016,Male,70 years,Leitrim,Number,160
Population,2016,Male,71 years,Leitrim,Number,160
Population,2016,Male,72 years,Leitrim,Number,143
Population,2016,Male,73 years,Leitrim,Number,128
Population,2016,Male,74 years,Leitrim,Number,109
Population,2016,Male,75 years,Leitrim,Number,95
Population,2016,Male,76 years,Leitrim,Number,102
Population,2016,Male,77 years,Leitrim,Number,109
Population,2016,Male,78 years,Leitrim,Number,82
Population,2016,Male,79 years,Leitrim,Number,95
Population,2016,Male,80 years,Leitrim,Number,78
Population,2016,Male,81 years,Leitrim,Number,72
Population,2016,Male,82 years,Leitrim,Number,67
Population,2016,Male,83 years,Leitrim,Number,50
Population,2016,Male,84 years,Leitrim,Number,56
Population,2016,Male,85 years,Leitrim,Number,49
Population,2016,Male,86 years,Leitrim,Number,38
Population,2016,Male,87 years,Leitrim,Number,33
Population,2016,Male,88 years,Leitrim,Number,31
Population,2016,Male,89 years,Leitrim,Number,29
Population,2016,Male,90 years,Leitrim,Number,11
Population,2016,Male,91 years,Leitrim,Number,14
Population,2016,Male,92 years,Leitrim,Number,5
Population,2016,Male,93 years,Leitrim,Number,7
Population,2016,Male,94 years,Leitrim,Number,3
Population,2016,Male,95 years,Leitrim,Number,10
Population,2016,Male,96 years,Leitrim,Number,4
Population,2016,Male,97 years,Leitrim,Number,1
Population,2016,Male,98 years,Leitrim,Number,0
Population,2016,Male,99 years,Leitrim,Number,0
Population,2016,Male,100 years and over,Leitrim,Number,1
Population,2016,Female,60 years,Leitrim,Number,193
Population,2016,Female,61 years,Leitrim,Number,210
Population,2016,Female,62 years,Leitrim,Number,194
Population,2016,Female,63 years,Leitrim,Number,196
Population,2016,Female,64 years,Leitrim,Number,183
Population,2016,Female,65 years,Leitrim,Number,164
Population,2016,Female,66 years,Leitrim,Number,195
Population,2016,Female,67 years,Leitrim,Number,154
Population,2016,Female,68 years,Leitrim,Number,190
Population,2016,Female,69 years,Leitrim,Number,146
Population,2016,Female,70 years,Leitrim,Number,145
Population,2016,Female,71 years,Leitrim,Number,134
Population,2016,Female,72 years,Leitrim,Number,135
Population,2016,Female,73 years,Leitrim,Number,123
Population,2016,Female,74 years,Leitrim,Number,91
Population,2016,Female,75 years,Leitrim,Number,103
Population,2016,Female,76 years,Leitrim,Number,103
Population,2016,Female,77 years,Leitrim,Number,99
Population,2016,Female,78 years,Leitrim,Number,101
Population,2016,Female,79 years,Leitrim,Number,77
Population,2016,Female,80 years,Leitrim,Number,87
Population,2016,Female,81 years,Leitrim,Number,90
Population,2016,Female,82 years,Leitrim,Number,62
Population,2016,Female,83 years,Leitrim,Number,64
Population,2016,Female,84 years,Leitrim,Number,55
Population,2016,Female,85 years,Leitrim,Number,81
Population,2016,Female,86 years,Leitrim,Number,66
Population,2016,Female,87 years,Leitrim,Number,46
Population,2016,Female,88 years,Leitrim,Number,38
Population,2016,Female,89 years,Leitrim,Number,46
Population,2016,Female,90 years,Leitrim,Number,31
Population,2016,Female,91 years,Leitrim,Number,35
Population,2016,Female,92 years,Leitrim,Number,34
Population,2016,Female,93 years,Leitrim,Number,22
Population,2016,Female,94 years,Leitrim,Number,11
Population,2016,Female,95 years,Leitrim,Number,14
Population,2016,Female,96 years,Leitrim,Number,12
Population,2016,Female,97 years,Leitrim,Number,6
Population,2016,Female,98 years,Leitrim,Number,1
Population,2016,Female,99 years,Leitrim,Number,3
Population,2016,Female,100 years and over,Leitrim,Number,5
Population,2022,Male,60 years,Leitrim,Number,213
Population,2022,Male,61 years,Leitrim,Number,222
Population,2022,Male,62 years,Leitrim,Number,225
Population,2022,Male,63 years,Leitrim,Number,228
Population,2022,Male,64 years,Leitrim,Number,206
Population,2022,Male,65 years,Leitrim,Number,216
Population,2022,Male,66 years,Leitrim,Number,229
Population,2022,Male,67 years,Leitrim,Number,194
Population,2022,Male,68 years,Leitrim,Number,213
Population,2022,Male,69 years,Leitrim,Number,201
Population,2022,Male,70 years,Leitrim,Number,191
Population,2022,Male,71 years,Leitrim,Number,200
Population,2022,Male,72 years,Leitrim,Number,191
Population,2022,Male,73 years,Leitrim,Number,155
Population,2022,Male,74 years,Leitrim,Number,141
Population,2022,Male,75 years,Leitrim,Number,154
Population,2022,Male,76 years,Leitrim,Number,140
Population,2022,Male,77 years,Leitrim,Number,137
Population,2022,Male,78 years,Leitrim,Number,110
Population,2022,Male,79 years,Leitrim,Number,100
Population,2022,Male,80 years,Leitrim,Number,82
Population,2022,Male,81 years,Leitrim,Number,70
Population,2022,Male,82 years,Leitrim,Number,88
Population,2022,Male,83 years,Leitrim,Number,73
Population,2022,Male,84 years,Leitrim,Number,57
Population,2022,Male,85 years,Leitrim,Number,53
Population,2022,Male,86 years,Leitrim,Number,38
Population,2022,Male,87 years,Leitrim,Number,50
Population,2022,Male,88 years,Leitrim,Number,34
Population,2022,Male,89 years,Leitrim,Number,17
Population,2022,Male,90 years,Leitrim,Number,28
Population,2022,Male,91 years,Leitrim,Number,21
Population,2022,Male,92 years,Leitrim,Number,12
Population,2022,Male,93 years,Leitrim,Number,10
Population,2022,Male,94 years,Leitrim,Number,8
Population,2022,Male,95 years,Leitrim,Number,7
Population,2022,Male,96 years,Leitrim,Number,0
Population,2022,Male,97 years,Leitrim,Number,3
Population,2022,Male,98 years,Leitrim,Number,1
Population,2022,Male,99 years,Leitrim,Number,0
Population,2022,Male,100 years and over,Leitrim,Number,0
Population,2022,Female,60 years,Leitrim,Number,188
Population,2022,Female,61 years,Leitrim,Number,214
Population,2022,Female,62 years,Leitrim,Number,200
Population,2022,Female,63 years,Leitrim,Number,211
Population,2022,Female,64 years,Leitrim,Number,211
Population,2022,Female,65 years,Leitrim,Number,222
Population,2022,Female,66 years,Leitrim,Number,182
Population,2022,Female,67 years,Leitrim,Number,228
Population,2022,Female,68 years,Leitrim,Number,202
Population,2022,Female,69 years,Leitrim,Number,202
Population,2022,Female,70 years,Leitrim,Number,179
Population,2022,Female,71 years,Leitrim,Number,173
Population,2022,Female,72 years,Leitrim,Number,175
Population,2022,Female,73 years,Leitrim,Number,140
Population,2022,Female,74 years,Leitrim,Number,172
Population,2022,Female,75 years,Leitrim,Number,133
Population,2022,Female,76 years,Leitrim,Number,139
Population,2022,Female,77 years,Leitrim,Number,123
Population,2022,Female,78 years,Leitrim,Number,122
Population,2022,Female,79 years,Leitrim,Number,112
Population,2022,Female,80 years,Leitrim,Number,77
Population,2022,Female,81 years,Leitrim,Number,80
Population,2022,Female,82 years,Leitrim,Number,81
Population,2022,Female,83 years,Leitrim,Number,90
Population,2022,Female,84 years,Leitrim,Number,87
Population,2022,Female,85 years,Leitrim,Number,55
Population,2022,Female,86 years,Leitrim,Number,54
Population,2022,Female,87 years,Leitrim,Number,55
Population,2022,Female,88 years,Leitrim,Number,46
Population,2022,Female,89 years,Leitrim,Number,39
Population,2022,Female,90 years,Leitrim,Number,33
Population,2022,Female,91 years,Leitrim,Number,36
Population,2022,Female,92 years,Leitrim,Number,30
Population,2022,Female,93 years,Leitrim,Number,22
Population,2022,Female,94 years,Leitrim,Number,14
Population,2022,Female,95 years,Leitrim,Number,14
Population,2022,Female,96 years,Leitrim,Number,6
Population,2022,Female,97 years,Leitrim,Number,14
Population,2022,Female,98 years,Leitrim,Number,5
Population,2022,Female,99 years,Leitrim,Number,3
Population,2022,Female,100 years and over,Leitrim,Number,4
Population,2011,Male,60 years,Limerick City and County,Number,1005
Population,2011,Male,61 years,Limerick City and County,Number,982
Population,2011,Male,62 years,Limerick City and County,Number,1033
Population,2011,Male,63 years,Limerick City and County,Number,948
Population,2011,Male,64 years,Limerick City and County,Number,894
Population,2011,Male,65 years,Limerick City and County,Number,866
Population,2011,Male,66 years,Limerick City and County,Number,793
Population,2011,Male,67 years,Limerick City and County,Number,778
Population,2011,Male,68 years,Limerick City and County,Number,697
Population,2011,Male,69 years,Limerick City and County,Number,636
Population,2011,Male,70 years,Limerick City and County,Number,652
Population,2011,Male,71 years,Limerick City and County,Number,609
Population,2011,Male,72 years,Limerick City and County,Number,599
