Statistic Label,CensusYear,Sex,Single Year of Age,County and City,UNIT,VALUE
Population,2016,Male,76 years,Kildare,Number,365
Population,2016,Male,77 years,Kildare,Number,326
Population,2016,Male,78 years,Kildare,Number,311
Population,2016,Male,79 years,Kildare,Number,286
Population,2016,Male,80 years,Kildare,Number,256
Population,2016,Male,81 years,Kildare,Number,239
Population,2016,Male,82 years,Kildare,Number,191
Population,2016,Male,83 years,Kildare,Number,169
Population,2016,Male,84 years,Kildare,Number,134
Population,2016,Male,85 years,Kildare,Number,152
Population,2016,Male,86 years,Kildare,Number,106
Population,2016,Male,87 years,Kildare,Number,102
Population,2016,Male,88 years,Kildare,Number,79
Population,2016,Male,89 years,Kildare,Number,60
Population,2016,Male,90 years,Kildare,Number,48
Population,2016,Male,91 years,Kildare,Number,46
Population,2016,Male,92 years,Kildare,Number,17
Population,2016,Male,93 years,Kildare,Number,18
Population,2016,Male,94 years,Kildare,Number,19
Population,2016,Male,95 years,Kildare,Number,14
Population,2016,Male,96 years,Kildare,Number,6
Population,2016,Male,97 years,Kildare,Number,5
Population,2016,Male,98 years,Kildare,Number,1
Population,2016,Male,99 years,Kildare,Number,4
Population,2016,Male,100 years and over,Kildare,Number,2
Population,2016,Female,60 years,Kildare,Number,1084
Population,2016,Female,61 years,Kildare,Number,1066
Population,2016,Female,62 years,Kildare,Number,984
Population,2016,Female,63 years,Kildare,Number,955
Population,2016,Female,64 years,Kildare,Number,876
Population,2016,Female,65 years,Kildare,Number,869
Population,2016,Female,66 years,Kildare,Number,911
Population,2016,Female,67 years,Kildare,Number,869
Population,2016,Female,68 years,Kildare,Number,776
Population,2016,Female,69 years,Kildare,Number,771
Population,2016,Female,70 years,Kildare,Number,656
Population,2016,Female,71 years,Kildare,Number,638
Population,2016,Female,72 years,Kildare,Number,584
Population,2016,Female,73 years,Kildare,Number,569
Population,2016,Female,74 years,Kildare,Number,438
Population,2016,Female,75 years,Kildare,Number,424
Population,2016,Female,76 years,Kildare,Number,392
